name,Type,value,date
"Port-au-Prince, Hati",GAF Nomad N-24A,11,1996
"El Zapotal, Guatemala",de Havilland Canada DHC-6 Twin Otter 300,2,1996
"Salzburg, Austria",Cessna 550 Citation,10,1996
"Near Jabal Awliya, Sudan",Lockheed C-130H,91,1996
"Near Lukapa, Angola",Antonov 12BP,8,1996
"Arequipa, Peru",Boeing B-737-222,123,1996
"Sao Paulo, Brazil",Gates Learjet 25D,9,1996
"Near Mesones Muro, Peru",Mil Mi-17,23,1996
"Near Punto Fijo, Venezuela",Cessna 402,8,1996
"Key West, Florida",Cessna U206G,5,1996
"Near Dubrovnik, Croatia",Boeing B-737-T43,35,1996
"Near Petropavlovsk, Russia",Ilyushin IL-76TD,20,1996
"Off Matsu Island, Taiwan",Dornier 228-212,6,1996
"Cheyenne, Wyoming",Cessna 177B,3,1996
"Near Haj Yousif, Sudan",Antonov AN-24,53,1996
"Near Terrace, British Columbia, Canada",de Havilland Canada DHC-3 Otter,2,1996
"Otaez, Mexico",de Havilland Canada DHC-6 Twin Otter 200,16,1996
"Oumba, Papua New Guinea",Britten Norman BN-2A-20 Trislander,1,1996
"Everglades, Miami, Florida",McDonnell Douglas DC-9-32,110,1996
"Griesta, United Kingdom",Britten-Norman BN-2A-26 Islander,3,1996
"Kinshasa, DemocratiRepubliCongo",Ilyushin 76MD,10,1996
"Rasht, Iran",Boeing 727-286,7,1996
"Near Rollingstone, Queensland  Australia",Sikorsky S-70 / Sikorsky S-70,18,1996
"Fukuoka, Japan",McDonnell Douglas DC-10-30,3,1996
"Shanghai, China",Harbin Yunshuji Y-12-II,2,1996
"Pensacola, Florida",McDonnell Douglas MD-88,2,1996
"Papua, New Guinea",de Havilland Canada DHC-6 Twin Otter 300,20,1996
"Near Kanda, India",Let 410,9,1996
"Near Eindhoven, The Netherlands",Lockheed C-130H,34,1996
"Off East Moriches, New York",Boeing B-747-131,230,1996
"Near Playa del Carmen, Mexico",de Havilland Canada DHC-6 Twin Otter 300,1,1996
"Russian Mission, Alaska",Douglas DC-6A,4,1996
"Near Mergui, Manmar",Fokker F-27 Friendship 600,8,1996
"Markham Bay, Canada",de Havilland Canada DHC-6 Twin Otter 300,2,1996
"Near Bronson Creek, British Columbia, Canada",Douglas DC-4,1,1996
"Near Jackson Hole, Wyoming",Lockheed C-130H Hercules,9,1996
"Near Alliford Bay, British Columbia, Canada2",de Havilland Canada DHC-3 Turbo Otter,3,1996
"Belgrade, Yugosalvia",Ilyushin IL-76T,12,1996
"Spitsbergen, Norway",Tupolev TU-154M,141,1996
"Joinville, Brazil",Embraer EMB-110 Bandeirante,2,1996
"Anchorage, Alaska",Cessna 206G,3,1996
"Waddenzee, Netherlands",Douglas DC-3C,32,1996
"Off Pasamayo, Peru",Boeing B-757-200,70,1996
"Kahemba, Congo",de Havilland Canada DHC-6 Twin Otter 200,6,1996
"Lukapa, Angola",Antonov 12B,6,1996
"San Francesco al Campo, Italy",Antonov An-124,2,1996
"Ketchikan, Alaska",de Havilland DHC-2,3,1996
"Eel River Crossing, New Brunswick, Canada",Piper PA-31-350 Navajo Chieftain,8,1996
"Manta, Ecuador",Boeing B-707-323C,4,1996
"Khanty, Russia",Yakovlev YAK-40,5,1996
"Sao Paolo, Brazil",Fokker 100,95,1996
"Near Tikal, Guatemala",Embraer 110P1 Bandeirante,16,1996
"Aubusson, France",Cessna 421C Golden Eagle,8,1996
"Lucapa, Angola",Antonov AN-12B,16,1997
"Lagos, Nigeria",Boeing B-727-231,143,1996
"Near Charkhidadri, India",Boeing B-747-168B / Ilyushin IL-76TD,349,1996
"Ngong, Kenya",Piper PA-31-350 Navajo,8,1996
"Bolcha?a Pyssa, Russia",Antonov AN-2,14,1996
"Quincy, Illinois",Beechcraft 1900-C / Beech King Air A90,14,1996
"Off Cape Mendocino, CA",Lockheed HC-130P Hercules,10,1996
"Off Moroni, Comoros",Boeing B-767-200ER,127,1996
"Bethel, Arkansas",Cessna 208B Caravan I,1,1996
"Abakan, Siberia, Russia",Ilyushin IL-76MD,23,1996
"Medellin, Colombia",de Havilland Canada DHC-6 Twin Otter 300,14,1996
"Banjarmasin, Indonesia",CASA 212 Aviocar 100,16,1996
"Boise, Idaho",Douglas C-47A,2,1996
"Tver, Russia",Antonov AN-12,18,1996
"Rio Negro, Colombia",Antonov An-32B,4,1996
"Narrows, Virginia",McDonnell Douglas DC-8-63F,6,1996
"Near Nellore, India",Hindustan Aeronautics 748-2,22,1996
"Dorchester, New Hampshire",Learjet 35A,2,1996
"Edenton, North Carolina",Cessna 208B Grand Caravan,2,1997
"Near Moamoa, Samoa",de Havilland Canada DHC-6 Twin Otter 300,3,1997
"Near Monroe, Michigan",Embraer 120RT Brasilia,29,1997
"Sparrevohn, Arkansas",de Havilland Canada DHC-4A Caribou,1,1997
"Yola, Nigeria",Embraer 110P1A Bandeirante,5,1997
"Tambacoumba, Senegal",Hawker Siddeley HS-748-353 Srs.2a,25,1997
"Near Quiangala, Angola",CASA 212 Aviocar 200,37,1997
Northern Israel,Sikorsky CH53D / Sikorsky CH53D,73,1997
"Carajas, Brazil",Boeing B-737-2C3,1,1997
"Guatemala City, Guatemala",IAI 1124 Westwind,5,1997
"Lake Simcoe, Ontario, Canada",Cessna 208B Super Cargomaster,1,1997
"Medellin, Colombia",Cessna 500 Citation I,4,1997
"Near Mashhad, Iran",Lockheed C-130HF,88,1997
"Cherkessk, Russia",Antonov AN-24RV,50,1997
"Tegucigalpa, Honduras",Lockheed C-130H Hercules,3,1997
"Griffin, Georgia",Aviation Traders ATL-98 Carvair,2,1997
"Near Wainwright, Alaska",Cessna 208B Caravan I,5,1997
"Brazzaville, DemocratiRepubliCongo",Fokker F-27 Friendship 600,3,1997
"Gyandzha, Azerbaijan",Yakovlev 40,6,1997
"Near Sorei, Niger",Lockheed C-130H Hercules,14,1997
"Tanjung Pandan, Indonesia",British Aerospace ATP,15,1997
"Near Konduz, Afghanistan",Antonov AN-26,36,1997
"Huangtian, China",Boeing B-737-31B,35,1997
"Near Irumu, Congo",Vickers Viscount 781D,27,1997
"Mandalgobi, Mongolia",Harbin Yunshuji Y-12 II,7,1997
"Madh Island, India",Fokker F-27 Friendship 200,2,1997
"Skwentna, Alaska",de Havilland DHC-2,4,1997
"Near Saravena, Colombia",Mil Mi-17 (helicopter),25,1997
"Suzano, Brazil",Fokker 100,1,1997
"Off Santiago de Cuba, Cuba",Antonov AN-24,44,1997
"Skagway, Alaska",Piper PA-32,4,1997
"Bandung, Indonesia",Fokker F-27 Friendship 600,30,1997
"Goroka,  New Guinea",de Havilland Canada DHC-6 Twin Otter 300,2,1997
"Near Ranong, Thailand",Learjet 31,2,1997
"Calabar , Nigeria",BAC One-Eleven 203AE,1,1997
"Florence, Italy",Aerospatiale ATR-42-512,1,1997
"Agana, Guam",Boeing B-747-300,229,1997
"Miami, Florida",McDonnell Douglas DC-8-61F,4,1997
"Matsu Island, Taiwan",Dornier DO-228-212,16,1997
"100 miles SW of Kuujjuaq, Quebec, Canada",Cessna 180K,2,1997
"Tindal, NT, Australia",Cessna 210,5,1997
"Crici¨²ma, Brazil",Cessna 550 Citation II,2,1997
"Puerto Inirida, Venezuela",Pilatus PC-6 Turbo Porter / Cessna 206,12,1997
"Phnom Penh, Cambodia",Tupolev TU-134,65,1997
"Near Miri, Malaysia",Dornier 228-212,10,1997
"Near Uvira, Zaire",de Havilland Canada DHC-6 Twin Otter 300,22,1997
"Off Namibia, Africa",Tupolev TU-154M / C-141 Starlifter,33,1997
"Buah Nabar, Indonesia",Airbus A300-B4-200,234,1997
"Near Montrose, Colorado",Cessna 208B Caravan I,9,1997
"Banjul, Gambia",Beech Super King Air 200,8,1997
"Nuevo Berlin, Uruguay",McDonnell Douglas DC-9-32,74,1997
"Taipei, Taiwan",Lockheed C-130H Hercules,5,1997
"Monterey Bay, near PacifiGrove, California",Rutan Long EZ (experimental aircraft),1,1997
"Jalal-Abad, Afghanistan",Yakovlev YAK-40,2,1997
"Near La Roche, Alberta, Canada",Cessna 206 Seneca,3,1997
"Near Barrow, Alaska",Cessna 208B Caravan I,8,1997
"Irkutsk-2, Russia",Antonov AN-124-100,23,1997
"Little Grand Rapids, Canada",Embraer 110P1 Bandeirante,4,1997
"La Veriente, Bolivia",Swearingen SA-226T Metro II,10,1997
"Sharjah, United Arab Emirates",Tupolev TU-154,85,1997
"Near Mackenzie, British Colombia, Canada",Cessna 402C,3,1997
"Fotina, Greece",Yakovlev YAK-42,70,1997
"Near Palembang, Indonesia",Boeing B-737-300,104,1997
"Tanagra, Greece",Lockheed C-130H Hercules,5,1997
"AtlantiOcean, off Angola",Antonov An-72,5,1997
Over the PacifiOcean,Boeing B-747-122,1,1997
"Rio Sidra, Panama",Britten Norman BN-2A Trislander,10,1997
"Maiden, North Carolina",Cessna 208B Caravan I,1,1998
"Tor Kach, Pakistan",Antonov AN-12BP,51,1998
"Brno, Czech Republic",Let 410UVP,2,1998
"Yangon (Rangoon), Myanmar",Fokker F-27 Friendship 600,16,1998
"Pagalungan, Philippines",McDonnell Douglas DC-9-32,104,1998
"Near Cavalese, Trento, Italy",Grummand EA-6B,0,1998
"Terceira, Portugal",Antonov 12BP,7,1998
"Near Navafria, Spain",CASA 212-S1 Aviocar 100,5,1998
"Near Nasir, Sudan",Antonov AN-32,27,1998
"Taipei, Taiwan",Airbus A300-622R,196,1998
"Near Clarksville, Tennesee",Cessna 208B Caravan I Super Cargomaster,1,1998
"Bismark, North Dakota",Cessna 208B Caravan I Super Cargomaster,1,1998
"Mombasa, Kenya",Boeing 707-336C,6,1998
"Off Hsinchu, Taiwan",Saab340B,13,1998
"Near Charasyab, Afghanistan",Boeing B-727-228,45,1998
"Bacolod, Philippines",Airbus A.320-214,0,1998
"Piura, Peru",Antonov AN-32,22,1998
"Near Mexico City, Mexico",Convair CV-240-53,2,1998
"Near Bogota, Colombia",Boeing B-727-230,53,1998
"Andoas, Peru",Boeing B-737-282,75,1998
"Near Nema, Mauritania",Xian Yunshuji Y-7-100C,39,1998
"Near Longtiang, Laos",Yakovlev YAK-40,26,1998
"Indian Trail, North Carolina",Bell 206L-3,5,1998
"Near Erdenet, Mongolia",Harbin Yunshuji Y-12 II,28,1998
"Montreal, Canada",Swearingen SA-226TC Metroliner II,11,1998
"Mt. Waialeale, Hawaii",Eurocopter AS-350-BA,6,1998
"Off Rasal, United Arab Emirates",Ilyushin 76MD,8,1998
"C¨®rdoba, Argentina",Rockwell Sabreliner 60,3,1998
"Asmara, Eritrea",Ilyushin II-76,10,1998
"Pico de Orizaba, Mexico",Shorts SC-7 Skyvan 3-100,4,1998
"Southhampton, England",Consolidated PBY-5A Catalina,4,1998
"Barcelona, Spain",Swearingen SA.227AC Metro III,2,1998
"Manacapuru River, Brazil",Embraer 110 Bandeirante,5,1998
"Kochi, India",Dornier 228-201,6,1998
"Genoa, Italy",Dornier 328-110,4,1999
"Near Quiberon, France",Beechcraft 1900D / Cessna 177,15,1998
"Kincolith, British Columbia, Canada",de Havilland Dash-2 Beaver,5,1998
"Saurimo, Angola",Antonov An-12BP,1,1998
"Foveaux Strait, New Zealand",Cessna 402C,5,1998
"Near Ghorepani, Nepal",de Havilland Canada DHC-6 Twin Otter 300,18,1998
"Roseau, Dominica",Cessna 402C,11,1998
"Pretoria, South Africa",DC-3-65TP,1,1998
"Manibagi, Myanmar",Fokker F-27 Friendship 600,44,1998
"Quito, Ecuador",Tupolev TU-154M,70,1998
Angola,Antonov AN-26,24,1998
"Off Peggy's Cove, Nova Scotia, Canada",McDonnell Douglas MD-11,229,1998
"Port Alsworth, Alaska",de Havilland Dash-2 float plane,5,1998
"Islamabad, Pakistan",Lockheed C-130B Hercules,5,1998
"Luzamba, Angola",Antonov 12B,1,1999
"Near Silimo, Indonesia",CASA 212-MP Aviocar 200,9,2001
"Mount Cook, New Zealand",Cessna 177B Cardinal,3,1998
"Near Nador, Morroco",British Aerospace BAe-146-100,38,1998
"Praia, Cape Verde",de Havilland Canada DHC-6 Twin Otter 300,1,1998
"Off Mannar, Sri Lanka",Antonov AN-24RV,55,1998
"Near Canaima, Venezuela",Douglas DC-3C,1,1998
"Near Kindu, Congo",Boeing B-727-30,41,1998
"Yerevan, Armenia",Yakovlev YAK-40,0,1998
"Fortaleza, Brazil",Embraer 120RT Brasilia,3,1998
"Rwenzori mountains, Uganda",Britten-Norman BN-2A-3 Islander,4,1998
"Near Quetzaltenango, Guatemala",Douglas DC-3C,11,1998
"Near Krasnoyarsk, Russia",Antonov AN-12,13,1998
"Koror, Nepal",Cessna 207 Skywagon,9,1998
"Edgewater, Maryland",Burgess RV-6 experimental,1,1998
"Victoria, British Columbia",Cessna 208B Caravan I Super Cargomaster,2,1998
"King Island, Tasmania",,4,1998
"Umpire, Arkansas",Cessna 501 Citation I SP,1,1998
"Baie-Comeau, Canada",Britten-Norman Trislander,7,1998
"Sittwe, Myanmar",Fokker F-27 Friendship 600,8,1999
"Near Surat Thani, Thailand",Airbus A-310-204,102,1998
"Near Cuito, Angola",Antonov AN-12BP,11,1998
"Saurimo, Angola",Antonov 12,1,1998
"Medell¨ªn, Colombia",Antonov 32B,5,1998
"Vila Nova, Angola",Lockheed Martin L-100-30 Hercules,14,1998
"Near Huambo, Angola",Lockheed L-100-30 Hercules,9,1999
"Guernsey, Channel Islands, England",Fokker F-27 Friendship 600,2,1999
"Geilenkirchen, Germany",Boeing KC-135E,4,1999
"Mayne Island, British Columbia, Canada",Douglas DC-3C,2,1999
"Coconut Island, QLD, Australia",Britten Norman BN-2A-26,3,1999
"Jumla, Nepal",Cessna 208 Caravan I,4,1999
"Bluefields, Nicaragua",Antonov AN-26,28,1999
"Luanda, Angola",Antonov AN-12,14,1999
"Hoskins, Papua New Guinea",Britten Norman BN-2A Trislander,11,1999
"Kinshasa,  DemocratiRepubliCongo",Lockheed L-188A Electra,7,1999
"Near Bishop, California",Beechcraft C99,1,1999
"Rui'an, China",Tupolev TU-154,61,1999
"New Delhi, India",Antonov AN-32 Transport,19,1999
"Near Tame, Colombia",Douglas DC-3C (C-47A-DK),8,1999
"Davis Inlet, Newfoundland, Canada",de Havilland Canada DHC-6 Twin Otter 300,1,1999
"Ribeirao Preto, Brazil",Learjet 24D,5,1999
"Near Ceyhan, Turkey",Boeing 737-4Q8,6,1999
"Near Malaga, Colombia",de Havilland Canada DHC-6 Twin Otter 300,5,1999
"Shanghi, China",McDonnell Douglas MD-11,3,1999
"Off Port Vila, Vanuatu",de Havilland Canada DHC-6 Twin Otter 300,7,1999
"Kunching, Malaysia",de Havilland Canada DHC-4A,5,1999
"Ol Kiombo, Kenya",Let 410UVP-E,2,1999
"Little Rock, Arkansas",McDonnell Douglas MD-82,11,1999
"Near Khartoum, Sudan",Antonov 32,50,1999
"Coron, Philippines",Britten-Norman BN-2A-21 Islander,1,1999
"Juneau, Alaska",Eurocopter AS-350BA,7,1999
"Goroka, Papua New Guinea",Embraer 110P2 Bandeirante,17,1999
"Long Haul Lake, Manatoba, Canada",de Havilland Canada DHC-3 Otter,1,1999
"Seraing, Belgium",Beechcraft 99,2,1999
"Villavicencio, Colombia",Douglas DC-6A,5,1999
"Near Kathmandu, Nepal",Boeing 727-243F,5,1999
"Toluca , Mexico",Hawker Siddeley HS-125,4,1999
"Off Martha's Vineyard, Massachusetts",Piper PA-32-R301 Saratoga II HP,3,1999
"Near Bluefields, Nicaragua",Cessna 208B Grand Caravan,16,1999
"Tokyo, Japan",Boeing B-747,1,1999
"Near Orito, Colombia",de Havilland Canada DHC-7-102,7,1999
"Nasevou Village, Fiji",Embraer 110P1 Bandeirante,17,1999
"Marine City, Michigan",Beech King Air 65-A90,10,1999
"Santo Antao, Cape Verde Islands",Dornier 228-201,18,1999
"Sept-?les, Canada",Beechcraft 1900D,1,1999
"Hong Kong, China",McDonnell Douglas MD-11,3,1999
"Hualian, Taiwan",McDonnell Douglas MD-90-30,1,1999
"Turtkul, Uzbekistan",Yakovlev YAK-40,2,1999
"Buenos Aires, Argentina",Boeing B-737-204C,64,1999
"Mount Meru, Tanzania",Cessna 404 Titan II,12,1999
"Glasgow, Scotland",Cessna 404 Titan Ambassador,8,1999
"Westerly, Rhode Island",Piper PA-32-260,3,1999
"Near Kathmandu, Nepal",Hawker Siddeley HS-748-501 Super 2B,15,1999
"Bucharest, Romania",Dassault Falcon 900B,7,1999
"Belelm, Brazil",Embraer 110 Bandeirante,2,1999
"Mt. Hidalgo, Mexico",Lockheed C-130A Hercules,5,1999
"Mt. Mauna Loa, Hawaii",Piper PA-31-350 Navajo Chieftain,10,1999
"Dhahran, Saudi Arabia",Bell 214ST helicopter,12,1999
"Off Genova, Italy",Learjet 35A,3,1999
"San Carlos, Venezuela",Arava 201,6,1999
"Aberdeen, South Dakota",Gates Learjet 35,6,1999
"Off Nantucket Island, Massachusetts",Boeing B-767-366ER,217,1999
"Charllis, Idaho",Cessna U206F,4,1999
"Zheng Zou AB, China",Shaanxi Yunshuji Y-8/Yunshuji Y-8,16,2001
"Near Uruapan, Mexico",McDonnell Douglas DC-9-31,18,1999
"Near Pristina, Kosovo",Aerospatiale Alenia ATR-42,24,1999
"Nairobi, Kenya",Cessna 208 Caravan I,4,1999
"Moscow, Russia",Ilyushin 114T,5,1999
"Johannesburg, South Africa",Piper PA-31-350,9,1999
"Bethel, Alaska",Cessna 207,6,1999
"Near Bayombang, Philippines",Let 410UVP,17,1999
"Near Branson, Missouri",Cessna 525 Citation,6,1999
"Near Sundsvall, Sweden",Piper PA-31-350,8,1999
"Kuwait City, Kuwait",Lockheed C-130H,3,1999
"Sao Jorge, Azores (Portugal)",British Aerospace APT,35,1999
"Guatemala City, Guatemala",McDonnell Douglas DC-10-30,16,1999
"Marianna, Florida",Learjet 35A,3,2000
"Bukavu, DemocratiRepubliCongo",Cessna 208B Caravan I,2,2000
"Great Hallingbury, United Kingdom",Boeing 747-2B5F,4,1999
"Amritsar, India / Kandahar, Afghanistan",Airbus A300B2-101,1,1999
"Bejuma, Venezuela",Yakovlev YAK-42D,22,1999
"Near Simara, Nepal",de Havilland Canada DHC-6 Twin Otter,10,1999
"Near Zonguldak, Turkey",Antonov 28,6,1999
"Abuja, Nigeria",Embraer 110P1A Bandeirante,1,2000
"Niederhasli, Switzerland",Saab 340B,10,2000
"Off Marsa el-Brega, Libya",Shorts 360-300,22,2000
"San Jose, Costa Rica",Let 410UVP-E,5,2000
"Near Ankara, Turkey",Beechcraft King Air C90,4,2000
"Off Abidjan, Ivory Coast",AirbusA310-304,169,2000
"Pepa ,Congo",Antonov AN-8,24,2000
"Off Cagayancillo, Philippines",GAF Nomad N-22C,14,2000
"Off Point Mugu, California",McDonnell Douglas MD-83,88,2000
"Tehran, Iran",Lockheed C-130 Hercules,8,2000
"Iliamna, Alaska",Cessna U206G,6,2000
"Sacramento, California",McDonnell Douglas DC-8-71F,3,2000
"Burbank, Calilfornia",Boeing B-737-3T5,0,2000
"Moscow, Russia",Yakovlev YAK-40,9,2000
"Ennadai Lake, Canada",Douglas C-47A-5-DK,2,2000
"Near Kuna Yala, Panama",de Havilland Canada DHC-6 Twin Otter 300,10,2000
"Herreira, Spain",CASA 212-DE Aviocar 200,,2000
"Kadirana, Sri Lanka",Antonov AN-12 (freighter),6,2000
"Huambo, Angola",Antonov AN-32,3,2000
"Near Gualeguaychu, Argentina",Cessna 208 Caravan,1,2000
"Boca Raton, Florida",Learjet 55,3,2000
"Samal Island, Philippines",Boeing B-737-2H4,131,2000
"Bapi, Papua New Guinea",Britten-Norman BN-2A-20 Islander,4,2000
"Lyon Satolas, France",Learjet 35A,2,2000
"Kurupung, Guyana",Britten-Norman BN-2A-9 Islander,1,2000
"Kaunakakai, Hawaii",Rockwell Sabreliner 65,6,2000
"Moanda, Gabon",Beechcraft 1900C-1,3,2000
"Near Wilkes-Barre, Pennsylvania",BAe Jetstream 3101-31,19,2000
"Near Manila, Philippines",Airbus A.330-301,1,2000
"Paris, France",Shorts 330-200,1,2000
"Off Whyalla, Australia",Piper PA-31-350 Navajo,8,2000
"Accra, Ghana",Fokker F-27 Friendship 600,7,2000
"Liverpool, England",Piper PA-31-350 Navajo,5,2000
"Cuiaba, Brazil",Beech Baron,4,2000
"Shitai, China",Xian Yunshuji Y-7-100C,44,2000
"Off Shimano, Japan",Kawasaki C-1A,5,2000
"Near Villahermosa, Mexico",British Aerospace  BAe Jetstream 32EP,19,2000
"Villavicencio, Colombia",Curtiss C-46A-60-CS,13,2000
"Raleigh, North Carolina",de Havilland Canada DHC-6 Twin Otter 200,1,2000
"Patna, India",Boeing B-737-2A8 Advanced,55,2000
"Linneus, Maine",Grumman G-159 Gulfstream I,2,2000
"Nassau, Bahamas",Douglas C-47A-10-DK,2,2000
"Maui, Hawaii",Aerospatiale AS355-F1,7,2000
"Gonesse, France",Aerospatiale BAe Concorde 101,109,2000
"Mafraq, Jordan",Lockheed C-130H Hercules,13,2000
"Jodhura, Nepal",de Havilland Canada DHC-6 Twin Otter 300,25,2000
"Cubatao, Brazil",Sikorsky S-76,6,2000
"Puerto Montt, Chile",Casa 212-AB10 Aviocar,14,2000
"Burlington Township, New Jersey",Piper Navajo PA-31/ Piper Seminole PA-44,11,2000
"Near Tshikapa, Congo",Antonov AN-26B,27,2000
"Teslin Lake, British Columbia, Canada",Cessna 208 Caravan I,2,2000
"Lumber City, Georgia",Piper PA-31-350,3,2000
"Off Manama, Bahrain",Airbus A320-212,143,2000
"Hilo Bay, Hawaii",Piper PA-31-350 Navajo Chieftain,1,2000
"Near La Fortuna, Costa Rica",Cessna 208B Grand Caravan I,10,2000
"Mount Montezuma, Colombia",Douglas C-47,7,2000
"Near Burketown, Australia",Beechcraft SKA 200,8,2000
"Kumarapura, Sri Lanka",Mil Mi-17,14,2000
"Nuiqsut, Alaska",Piper PA-31-350 Navajo,5,2000
"Reynosa, Mexico",McDonnell Douglas DC-9-31,0,2000
"Near Sumacal, Beni, BO",Cessna 206,6,2000
"Port Radium, Northwest Territories, Canada",Shorts SC.7 Skyvan 3-100,3,2000
"Lummi Island, Washington",Cessna 208B Caravan I Super Cargomaster,1,2000
"Wichita, Kansas",Canadair CL-600-2B16 Challenger 604,2,2000
"Hillsboro, Missouri",Cessna 335,3,2000
"Near Sam Neua, Laos",Harbin Yunshuji Y-12-II,8,2000
"Near Batumi, Republiof Georgia",Ilyushin IL-18D,86,2000
"Taipei, Taiwan",Boeing B-747-412,83,2000
"Near Monaquimbundo, Angola",Antonov AN-26,44,2000
"Luabo, DemocratiRepubliCongo",Antonov 32B,2,2000
"Fort Wayne, Indiana",Swearingen SA.226TC Metro II,1,2000
"Near Luanda, Angola",Antonov AN-26,57,2000
"Miami, Florida",Airbus A300-600R,1,2000
"Cordoba, Spain",Aerospatiale SN-601 Corvette,1,2000
"Near Lake Point, Utah",Beech A90 King Air,9,2001
"Eider Point, Alaska",Douglas C-47A-30-DK (DC-3C),2,2001
"Ciudad Bolivar, Venezuela",Douglas DC-3C (C47A-DL),24,2001
"Byers, Colorado",Beech King Air 200 Catpass,10,2001
"El Yopal, Colombia",Sud Aviation SE-210 Caravelle 10R,3,2001
"Beaver Island, Minnesota",Swearingen SA.227AT Merlin IVC,2,2001
"Nurnberg, Germany",Learjet 35A,3,2001
"Jakobkondre, Suriname",GAF Nomad N24A,10,2001
"Near Granton Harbour, Scotland",Shorts 360-100,2,2001
"Rio Azul Farm, Brazil",Beech BE-55,6,2001
"Bangkok, Thailand",Boeing B-737-4D7,1,2001
"Unadilla, Georgia",Short 360,21,2001
"Medina, Saudi Arabia",Tupolev 154M,3,2001
"Near Lubango, Angola",Beechcraft 1900C,16,2001
"Gustavia, St. Barth¨¦l¨¦my, French West Indies",de Havilland Canada DHC-6 Twin Otter,19,2001
"Jadura, Indonesia",Fokker F-27 Friendship 500F,3,2001
"Near Aspen, Colorado",Grummand Gulfstream III,18,2001
"Ashbaubenon, Wisconsin",Cessna 501 Citation I/SP,1,2001
"Adar Yeil, Sudan",Antonov AN-24,14,2001
"Thanh Tranh Village, Vietnam",Mil Mi-18 Helicopter,16,2001
"Near Roque Perez, Argentina",Cessna  208B Grand Caravan,10,2001
"Malatya, Turkey",CASA CN-235M-10,34,2001
"Mendoza, Argentina",Fokker F-27 Friendship 400M,5,2001
"Near Sari, Iran",Yakovlev YAK-40,30,2001
"Near Myakotino, Russia",Antonov 12MGA,7,2001
"Jayapura, Indonesia",Transall C-160NG,1,2001
"Near Irkutsk, Russia",Tupolev TU-154M,145,2001
"Off Chinhae, South Korea",Sikorsky S-76B helicopter,8,2001
"Near Puerto Cabello, Venezuela",Antonov AN-28 PZL-MieleM-28 Sky Truck,13,2001
"Near Moscow, Russia",Ilyushin IL-76,10,2001
"Haines, Alaska",Piper PA-32-300,6,2001
"Reykjav¨ªk, Iceland",Dassault Falcon 20C,3,2001
"Near Meadview, Arizona",Aerospatiale AS350 Eurocopter  helicoper,6,2001
"Mugogo, DemocratiRepubliCongo",Antonov 28,4,2001
"Terceira, Azores",Airbus A-330-243,0,2001
