name,Type,value,date
"Near Shindand, Afghanistan",Antonov AN-12,83,1990
"Yunlin, Taiwan",Beechcraft 1900C,18,1990
"Elkhorn, Wisconsin",Bell BHT-206-B Helicopter,5,1990
"Lata, Georgia",Mil Mi 8T (helicopter),61,1992
"Near Kaiserslautern, Germany",Lockheed C-5A,13,1990
"Kaltag, Alaska",Piper PA-31-325 Navajo,3,1990
"Off Newfoundland, Canada",Boeing B-727-247,18,1990
"Off Sondre Stromfjord, Greenland",Cessna 441 Conquest II,8,1990
"Koltsovo, Russia",Yakovlev YAK-42,4,1990
"Off Fernando de Noronha, Brazil",Embraer 110P1 Bandeirante,12,1990
"San Luis Obispo, California",Cessna 501 Citation,4,1990
"Near Kuwait City, Kuwait",Ilyushin IL-76,130,1990
"Guangzhou, China",Boeing B-737-247 / Boeing B-757-21B,128,1990
"Cape Canaveral, Florida",McDonnell Douglas DC-9-31,1,1990
"Near Bella Vista, Bolivia",Douglas C-47B-40-DK,4,1990
"Santiago de Cuba, Cuba",Yakovlev YAK-40,11,1990
"Novossibirsk, Russia",Antonov AN-8,9,1990
"Stadelberg, Switzerland",McDonnell Douglas DC-9-32,46,1990
"Near Medellin, Colombia",CASA 212 Aviocar 200,16,1990
"Near Ashkhabad, Turkmenistan, USSR",Mil Mi-8T,15,1990
"Cleveland, Ohio",McDonnell Douglas DC-9-15RC,2,1991
"Koh Samui, Thailand",de Havilland Canada DHC-8-103,38,1990
"Off Ravenna, Italy",Aerospatiale 330J Puma,13,1990
"Romulus, Michigan",Boeing B-727-251 / MD Douglas DC-9-14,8,1990
"Nairobi, Kenya",Boeing B-707-320F,10,1990
"Near Matak, Indonesia",IPTN 332C Super Puma,10,1990
"Near False Pass, Alaska",Cessna 208 Caravan I,1,1990
"Near Paramo Mucuti, Venezuela",CASA 212 Aviocar 200,21,1991
"Near Belo Horizonte, Brazil",Learjet 25C,5,1991
"Jalaludin, Indonesia",CASA 212 Aviocar 200,1,1991
"Near Ras Al Khafji, Saudi Arabia",Military - U.S. Air Force,13,1991
"LAX, Los Angeles, California",Boeing B-737-300 / Swearingen SA-227AC,34,1991
"Near Nea Ankhialos, Greece",Lockheed C-130H,63,1991
"Munford, Alabama",Piper PA-31-350,4,1991
"Aspen, Colorado",Learjet35A,3,1991
"Near Taisha, Ecuador",de Havilland Canada DHC-6 Twin Otter 300,22,1991
"Puerto Williams, Chile",British Aerospace BAE-146-200A,20,1991
"Near Colorado Springs, Colorado",Boeing B-737-291,25,1991
"La Puerta, Venezuela",McDonnell Douglas DC-9-32,45,1991
"Hassfurt, Germany",Cessna 402B,6,1991
"San Diego, CA",Hawker-Siddeley DH-125-1A/522,10,1991
"Malanje, Angola",Lockheed L-100-30 Hercules,9,1991
"Brasillia, Brazil",Gates Learjet 25,7,1991
"Treasure Cay, Bahamas",Cessna 402C,5,1991
"Ras-al-Mishab, Saudi Arabia",Lockheed C-130H,98,1991
"Off San Diego, California",Lockheed P-3C / Lockheed P-3C,27,1991
"Navoi,  Uzbekistan",Antonov AN-24B,34,1991
"Near Bangalore, India",Hindustan Aeronautics 748-2,28,1991
"Off San Pedro, Belize",Cessna 402B,8,1991
"Lake Thutade, Canada",Douglas C-47B-15-DK,6,1991
"Marion, Pennsylvania",Piper Aerostar 601 / Bell 412SP,5,1991
"Brunswick, Georgia",Embraer 120RT- Brasilia,23,1991
"Off Nuka Hiva, French Polynesia",Dornier Do-228-212,11,1991
"Near Awell, Sudan",Cessna 404 Titan II,8,1991
"Sulawesi, Indonesia",Fokker F-27 Friendship 600,13,1991
"Grand Canyon, Airzona",Cessna 207A,7,1991
"La Poyatta, Colombia",Douglas C-47B,13,1991
"Leningrad, USSR",Tupolev TU-154B-1,13,1991
"Bakhtaran, Iran",Ilyushin 76TD,4,1991
"Near Ban Nong Rong, Thailand",Boeing B-767-3Z9ER,223,1991
"Off Matthewtown, Great Inagua",GAF Nomad N24A,2,1991
"Luanda, Angola",Lockheed L-382B Hercules,7,1991
"Near Malambo, Colombia",Douglas DC-6BF,2,1991
"Gulf of Finland, Russia",Antonov AN-24,10,1991
"Near Sokotu, Nigeria",BAC One-Eleven 402AP,4,1991
"El Yopal, Colombia",de Havilland Canada DHC-6 Twin Otter 300,3,1991
"Bellavista Airport, Peru",CASA 212 Aviocar 200,15,1991
"Birmingham, Alabama",Beechcraft BE-99-C99,13,1991
"Jeddah, Saudi Arabia",McDonnell Douglas DC-8 Super 61,261,1991
"Guadalcanal Island, Solomon Islands",de Havilland Canada DHC-6 Twin Otter 300,15,1991
"Detroit, Michigan",Learjet 23,3,1991
"Salmon, Idaho",Cessna 206,5,1991
"Espiritu Santos, Vanuatu",Britten-Norman BN-2A-6 Islander,9,1991
"Rarotonga, Cook Islands",Britten-Norman BN-2A-6 Islander,6,1991
"Near Uricani, Romania",Ilyushin IL-18V,9,1991
"Gustavus, Alaska",Piper PA-32,6,1991
,Fokker F-27 Friendship 100,3,1991
"Imphal, India",Boeing B-737-2A8,69,1991
"Ketchikan, Alaska",Britten-Norman BN-2A-6 Islander,4,1991
"Walton, Oregon",Aerospatiale 350B1,3,1991
"Long Seridan, Malaysia",Shorts SC-7 Skyvan 3-100,14,1991
"Sampit, Indonesia",Britten-Norman BN-2A-21,3,1991
"Near Eagle Lake, Texas",Embraer 120RT Brasilia,14,1991
"Petropavlosk, USSR",Antonov AN-72,13,1991
"Baranquilla, Colombia",Handley Page Dart Herald 400,7,1991
,Lockheed L-100-30 Hercules,4,1991
"Belvedere Center, Vermont",Convair CV-580,2,1991
"Khatanga, Russia",Antonov 12BP,1,1991
"Off St. Petersburg, USSR",Antonov AN-26,10,1991
"Near Villavicencio,  Colombia",Curtiss C-46A,1,1991
"Condet, Indonesia",Lockheed C-130H-30,134,1991
"Katapang, Indonesia",Cessna 402A,1,1991
"Aponguao Falls, Venezuela",Bell 214 ST,12,1991
"Tumbang Miri, Indonesia",Britten-Norman BN2A-III-2 Trislander,17,1991
"Vallejo, California",Bell 206B helicopter,3,1991
"Near Point Alert, Ellesmere Island, NWT,Canada",Lockheed CC-130E,5,1991
"Near Karakent, USSR",Mil Mi-8 (helicopter),40,1991
"Makhackala, Russia",Yakovlev YAK-40,51,1991
"Recife, Brazil",Embraer 110P1 Bandeirante,15,1991
"Off Destin, Florida",Cessna 208B Caravan I Super Cargomaster,1,1991
"Anderma, Russia",Antonov AN-12V,20,1991
"Nagoro-Karabak, USSR",Mil Mi-8 (helicopter),23,1991
"Davis, California",Bell 206B,3,1991
"Khodzhavend, Russia",Yakovlev YAK-40,20,1991
"Sena, Mozambique",Douglas C-47B-DK,1,1991
"Near Bugulma, Russia",Antonov AN-24,41,1991
"Guaratingueta AB, Brazil",Embraer C-95C Bandeirante,20,1991
"Near  Las Vegas, Nevada",Piper PA-31-350 Navajo,5,1991
"Rome, Georgia",BeechJet 400,9,1991
"Heidelberg, Germany",Douglas DC-3A,27,1991
"Stockholm, Sweden",MDonnell Douglas MD-81,0,1991
"Massai Marra, Kenya",Piper PA-31-350 Navajo,5,1991
"Wanli, Taiwan",Boeing B-747-2R7F,5,1991
"Gabriels, New York",Beechcraft 1900C,2,1992
"Temple Bar, Arizona",Cessna T210L,2,1992
"Mt. Saint-Odile, near Strasbourg, France",Airbus A320-111,87,1992
"Nanaimo, British Columbia, Canada",Beech C18S,7,1992
"Near Stepanakert, Azerbaijan",Mil Mi-8 (helicopter),47,1992
"Caetite, Brazil",Embraer 110C Bandeirante,12,1992
"Evansville, Indiana",Lockheed C-130B,5,1992
"Near Kafountine, Senegal",Convair CV- 640,30,1992
"Toledo, Ohio",McDonnell Douglas DC-8-63F,3,1992
En route from Argentina  to  California,Boeing B-747,1,1992
"Beni, Bolivia",Curtiss C-46T,5,1992
"Etsouali, Congo",de Havilland Canada DHC-6 Twin Otter 300,3,1992
"Knotsville, Tennessee",BAe 3101 Jetstream 31,2,1992
"La Guardia Airport, New York, New York",Fokker F-28 Fellowship 4000,27,1992
"Near Yakutia, Russia",Antonov AN-30,10,1992
"Athens, Greece",Boeing 707-321C,7,1992
"Near Baykovo, Russia",Let 410UVP,1,1992
"Near Sarra, Libya",Antonov AN-24RV,3,1992
"Off Orchid Island, Taiwan",Britten Norman BN-2A-26 Trislander,7,1992
"Near Goroka, Papua New Guinea",Embraer 110P1 Bandeirante,11,1992
"Nairobi, Kenya",de Havilland DHC-5 Buffalo,46,1992
"Hamburg, Pennsylvania",Piper PA-23-250,4,1992
"Perris Valley, California",de Havilland Canada DHC-6 Twin Otter 200,16,1992
"Mt. Haleakala, Hawaii",Beechcraft E18S,9,1992
"Saveh, Iran",Fokker F-27 Friendship 400M,39,1992
"Blewett Falls Lake, North Carolina",Lockheed C-130E Hercules,9,1992
"Tucuti, Panama",Boeing B-737-204,47,1992
"Mayaguez, Puerto Rico",CASA 212 Aviocar 200,5,1992
"Anniston, Alabama",Beechcraft C99,3,1992
"Sheboygan Falls, Wisconson",Learjet 25B,2,1992
"Canbera, ACT, Australia",Beech Baron 95-B55,6,1992
"Meadview, Arizona",Cessna 402C,10,1992
"Cruzeiro do Sul, Brazil",Boeing 737-2A1C,3,1992
"Norlisk, Russia",Antonov AN-12,10,1992
"St. Thomas, Virgin Islands",Piper PA-23-250,4,1992
"Near Iyakochchi, Sri Lanka",Shaanxi Y-8D,19,1992
"Bethel, Alaska",Shorts SC-7 Skyvan 3A-200,1,1992
"Near Nakhichevan, Azerbaijan",Antonov AN-12V,29,1992
"Near Bir Fadl, Yemen",Antonov An-12,57,1992
"Tbilisi, Georgia",Tupolev TU-154B,24,1992
"Mt. Lalaboy,  Indonesia",Vickers Viscount 816,70,1992
"Near Skopje, Macedonia",Antonov 12BK,8,1992
"Near Mexico City, Mexico",Vickers 798D Viscount,4,1992
"Iguape, Brazil",Learjet 25C,6,1992
"Adjuntas, Puerto Rico",Bell 47J-2,4,1992
"Near  Kathmandu, Nepal",Airbus A300B4-203,167,1992
"JFK Airport, New York, New York",Lockheed L-1011,0,1992
"Near Kathmandu, Nepal",Airbus A310-304,113,1992
"Nanjing, Jiangsu, China",Yakovlev YAK-42D,108,1992
"Colorado, Bolivia",Convair CV-440-80,10,1992
"Hot Springs, Arizona",Swearingen SA-227AC Metro III,3,1992
"Near Ivanovo, Russia",Tupolev TU-134A,84,1992
"Gimli, Manitoba, Canada",de Havilland Canada DHC-4T Caribou,3,1992
El Salvador,Fairchild C123K,12,1992
"Near Iquitos, Peru",de Havilland Canada DHC-6 Twin Otter 300,8,1992
"Jamba, Angola",Douglas DC-3,3,1992
"Hinckley, Illinois",Beechcraft C-45H,12,1992
"Bellavista, Peru",Fokker F-27 Friendship 500,1,1992
"Kozyrevsk, Russia",Mil Mi-8 (helicopter),10,1992
"Hana, Hawaii",Aerospatiale AS-350B,7,1992
"Off Curacao, Netherlands Antilles",Douglas C-118A,3,1992
"Bogota, Colombia",Curtiss C-46F-1-CU,11,1992
"Near Kular, Russia",Mil Mi-8 (helicopter),10,1992
"Near Lagos, Nigeria",Lockheed C-130H,158,1992
"Amsterdam, Netherlands",Boeing B-747-258F,4,1992
"Berkeley Springs, West Virginia",Lockheed C-130E Hercules,6,1992
"Near Dingxi, China",Avia 14M-40,14,1992
"Mogadiscio, Somalia",Antonov 32,1,1992
"Near Garut, Jawa, Indonesia",CASA 235-10,31,1992
"Near Usti Nem, Russia",Antonov AN-28,15,1992
"Near Lake Caballochoa, Peru",de Havilland Canada DHC-6 Twin Otter 300,8,1992
"Chita, Russia",Antonov AN-8,13,1992
"Grand Junction, Colorado",Piper PA-42,3,1992
"Kiana, Alaska",Cessna 402C,3,1992
"Near Tver, Russia",Antonov AN-22A,33,1992
"Off Bombay, India",Mil Mi-8 (helicopter),20,1992
"Near Nha Trang, Vietnam",Yakovlev YAK-40,30,1992
"Near Porto Plata, Dominican Republic",Ilyushin IL-18D,34,1992
"Elk City, Idaho",Cessna T207A,3,1992
"Near Liutang, Guangxi, China",Boeing B-737-3Y0,141,1992
"Near Harlem, Montana",Lockheed C-141B / Lockheed C141B,13,1992
"Uruapan, Mexico",Britten-Norman BN-2B-27 Islander,9,1992
"Goma, Congo",Fokker F-27 Friendship 400M,37,1992
"Faro, Algarve, Portugal",McDonnell Douglas DC-10-30CF,56,1992
"Tripoli, Libya",Boeing B-727-2L5 / MiG23UB,157,1992
"Ofden, Utah",Bell 206B3,4,1993
"Paris, France",de Havilland Canada DHC-8-301,4,1993
"Surabaya, Indonesia",Hawker Siddeley HS-748-234,17,1993
"Sellafield, England",Embraer 110P1 Bandeirante,2,1993
"Near Bronson Creek, British Colombia, Canada",Douglas C-47A,2,1993
"Kinshasa, DemocratiRepubliCongo",Nord 262A-44,3,1993
"Sumatra, Indonesia",Shorts SC-7 Skyvan 3-100,16,1993
"Near Tehran, Iran",Tupolev TU-154M / Sukhoi Su-24,133,1993
"Near Daraim, Afghanistan",Mil Mi-8,30,1993
"Bogota, Colombia",Convair CV-440,2,1993
"Off Green Island, Taiwan",Dornier 228-201,6,1993
"Skopje, Macedonia",Fokker 100,83,1993
"Grants, New Mexico",Beechcraft 58,4,1993
"Dagali, Norway",Beech Super King Air 200,3,1993
"Near Tangara de Serra, Brazil",Embraer EMB-110 Bandeirante,6,1993
"Anchorage, Alaska",Boeing B-747-466,0,1993
"Blountville, Tennesee",Fairchild SA227-TT,4,1993
"Aspen, Colorado",Aerospatiale SA316B,3,1993
"Off Margarita Island, Venezuela",McDonnell Douglas DC-9-15,11,1993
"950 nm S of  Shemya, Alaska",McDonnell Douglas MD-11,2,1993
"Zwingle, Iowa",Mitsubishi MU-2B-60,8,1993
"Zavnah, Mongolia",Antonov AN-26B,40,1993
"Aurangabad, India",Boeing B-737-2A8,56,1993
"Near Kholm, Afghanistan",Antonov AN-32,76,1993
"Off  Libreville, Gambia",de Havilland  Canada  DHC-5D Buffalo,30,1993
"Shelton, Nebraska",Beechcraft C99,2,1993
"Suva, Fiji",Britten-Norman BN-2A-6 Islander,2,1993
"Near Cancun, Mexico",Douglas DC-6BF,3,1993
"Near Medellin, Colombia",Boeing B-727-46,132,1993
"El Yopal, Colombia",de Havilland Canada DHC-6 Twin Otter 300,2,1993
"Near Ariab, Sudan",Cessna 404 Titan,11,1993
"Gulgubip, Papua New Guinea",Britten-Norman  BN-2A-20 Trislander,9,1993
"Nabire, Indonesia",de Havilland Canada DHC-6 Twin Otter 300,1,1993
"Near Tbilisi, Georgia",Antonov AN-26,40,1993
"Sorong, Irian Jaya, Indonesia",Fokker F-28 Fellowship 3000,41,1993
"Near Ochamchire, Georgia",Mil Mi-8,23,1993
"Las Vegas, Nevada",Cessna 402C,3,1993
"Talladega, Alabama","Helicopter, Hughes 369HS",1,1993
"Yinchuan, China",British Aerospace 146-300,55,1993
"Haenam, South Korea",Boeing B-737-5L9,68,1993
"Serawak, Malaysia",Shorts SC-7 Skyvan 3-100,1,1993
"Devghat, Nepal",Dornier Do-228-101,19,1993
"Augusta, Georgia",Beechcraft C-90,4,1993
"Leeward Point Airfield, Guantanamo Bay, Cuba",McDonnell Douglas DC-8-61,0,1993
"Near Aldan, Russia",Let 410UVP-E,24,1993
"Khorag, Tajikistan",Yakovlev YAK-40,82,1993
"Warsaw, Poland",Airbus A320-211,2,1993
"Sukhumi, Georgia",Tupolev TU-134A,27,1993
"Sukhumi, Georgia",Tupolev TU-154B,106,1993
"Sukhumi,  Georgia",Tupolev 134A,1,1993
"Near Svanetia, Georgia",Mil Mi-8 (helicopter),60,1993
"Franz Josef Glacier, New Zealand",GAF Nomad N-22,9,1993
"Fuzhou, China",McDonnell Douglas MD-82,2,1993
"Near Namsos, Norway",de Havilland Canada DHC-6 Twin Otter 300,7,1993
"Greensburg, Indiana",Cessna 421B Golden Eagle,5,1993
"Sandy Lake, Canada",Hawker Siddeley HS-748-234 Srs. 2A,7,1993
"Urumqi, China",McDonnell Douglas MD-82,12,1993
"Near Kerman, Iran",Antonov AN-124,17,1993
"Near Ohrid, Macedonia",Yakovlev YAK-42D,116,1993
"Near Palencia, Guatemala",Beech Queen Air Model 80,13,1993
"Hibbing, Minnesota",British Aerospace Jetstream BA-3100,18,1993
"Tuktoyaktuk, NWT, Canada",Britten Norman BN-2A Trislander7,7,1993
"Off Dakar, Senegal",DHC-6 Twin Otter 300 / NAMC YS-11,3,1993
"Phonesavanh, Laos",Yunshuji Y-12-II,18,1993
"Near Naga, Philippines",Lockheed C-130H,29,1993
"Santa Ana, California",Israel Aircraft Industries 1124A,5,1993
"Gyumri, Armenia",Antonov AN-26,36,1993
"Near Irrupts, Siberia, Russia",Tupolev TU-154M,124,1994
"Off Lord Howe Island, NWSW, Australia",Rockwell Turbo Commander 690B,9,1994
"Okeechobee, Florida",Beechcraft King Air B90,10,1994
"Columbus, Ohio",British Aerospace Jetstream 4101,5,1994
"Kinshasa, DemocratiRepubliCongo",Learjet 24D,2,1994
"Nalchik, Russia",Antonov AN-12V,13,1994
"Near Carpish, Peru",Yakovlev YAK-40,31,1994
"East Midlands, England",Vickers 813 Viscount,1,1994
"New York, New York",McDonnell Douglas MD-82,0,1994
"New Delhi, India",Boeing 737-2R4C,4,1994
"Near Tamworth,  Australia",Swearingen SA.226AT Merlin IV,1,1994
"Off Malindi, Kenya",Lockheed C-130H Hercules,8,1994
Near Nag,Lockheed Hercules C-130,32,1994
"Spokane, Washington",Douglas DC-3C,2,1994
"Key West, Florida",Grumman G-73T Turbo Mallard,2,1994
"Weipa, Australia",Britten-Norman BN-2A-21 Trislander,6,1994
"Near Bogota, Colombia",Cessna 650 Citation VI,4,1994
"Near Campbeltown, Scotland",Boeing Vertol Chinook HC-2 (helicopter),29,1994
"Near Mezhdurechensk, Russia",Airbus A310-304,75,1994
"Near Fayetteville, North Carolina",GD F-16D / Lockheed C-130E,0,1994
"Lamoille, Nevada",Bell 206B3,5,1994
"Amsterdam, Netherlands",Saab 340B,3,1994
"Ambato, Ecuador",de Havilland Canada DHC-6 Twin Otter 300,17,1994
"Kigali, Rwanda",Dassault Falcon 50,12,1994
Northern Iraq,Sikorsky UH-60 / Sikorsky UH-60,26,1994
"Nanga Pinoh, Indonesia",Britten Norman BN-2A-21 Trislander,11,1994
"Near Komaki, Aichi, Japan",Airbus A300B4-622R,264,1994
"Stratford, Connecticut",Piper PA-31-350 Navajo,8,1994
"Near El Rosa, Colombia",Cessna 208 Caravan I,8,1994
"Sao Gabriel, Brazil",Embraer 110 Bandeirante,8,1994
"Loma Linda, Colombia",Pilatus Britten-Norman BN-2B-27 Islander,4,1994
"Near Villavicencio, Colombia",Douglas DC-3 (C-53D-DO),7,1994
"Kodiak, Alaska",de Havilland DHC-2,6,1994
"Near Xi'an, China",Tupolev TU-154M,160,1994
"Near Uruapan, Mexico",Swearingen SA.226TC Metro II,9,1994
"Chantilly, Virginia",Learjet 25D,12,1994
"Mt.  Kalora, Indonesia",Fokker F-27 Friendship 500F,12,1994
"Jeneau, Alaska",de Havilland DHC-3,9,1994
"Abidjan, Ivory Coast",Fokker F-27 Friendship 400M,17,1994
"Near Logar, Afghanistan",Antonov AN-32,50,1994
"Toulouse-Blagnac, France",Airbus A330-321,7,1994
"Near Tidjika, Mauritania",Fokker F-28 Fellowship 4000,80,1994
"Charlotte, North Carolina",McDonnell Douglas DC-9-30,37,1994
"Portage Creek, Alaska",Piper PA-32-301,3,1994
"Hanalei, Hawaii",Aerospatiale AS350D,3,1994
"Near Fort de France, Martinique",Britten-Norman BN-2B-26 Islander,6,1994
"Boma, DemocratiRepubliCongo",Yakovlev 40D,5,1994
"Colon, Panama",Embraer 110P1 Bandeirante,21,1994
"East Kalimantan, Indonesia",Sikorsky S-58ET,18,1994
"Near Boda, Russia",Antonov AN-12,47,1994
"Cheju, South Korea",Airbus A300B4-622R,0,1994
"Alsworth, Alaska",de Havilland DHC-2,3,1994
"Whiting, New Jersey",Bell 206L-4,3,1994
"Kenai, Alaska",Piper PA-32-260,3,1994
"Near Agadir, Morocco",Aerospatiale ATR-42-300,44,1994
"Near Aliquippa, Pennsylvania",Boeing B-737-3B7,132,1994
"Near Abuja, Nigeria",de Havilland Canada DHC-6 Twin Otter 300,3,1994
"Fish Egg Inlet, Canada",de Havilland Canada DHC-6 Twin Otter 100,3,1994
"Tamanrasset, Algeria",BAC One-Eleven 515FB,5,1994
"Kowloon Bay, Hong Kong",Lockheed L-100-30 Hercules,6,1994
"Near Vanavera, Russia",Yakovlev YAK-40,28,1994
"Bahia Negra, Paraguay",Douglas C-47D,1,1994
"Buenos Aires, Brazil",Rockwell 1121B Jet Commander,8,1994
"Chaibukha, Russia",Antonov AN-8,8,1994
"Lobito, Angola",Douglas DC-3,2,1994
"Mitu, Colombia",Antonov AN-32B,10,1994
"Krakas Mountains, near Natanz , Iran",Fokker F-28 Fellowship 1000,66,1994
"Near Formoso do Aragala, Brazil",Lockheed C-130E,21,1994
"Near Cuito, Angola",Mil Mi-8MTV (helicopter),22,1994
"Batagaj, Russia",Antonov AN-2,7,1994
"Near Ust'-Ilimsk, Russia",Antonov AN-12BP,23,1994
"Roselawn, Indiana",ATR-72-212,68,1994
"Off Cozumel, Mexico",Bell 212,14,1994
"Near Nabire, Indonesia",de Havilland Canada DHC-6 Twin Otter 100,4,1994
"Saposa, Peru",Yakovlev YAK-40,6,1994
"Avenal, California",Beechcraft C99,1,1994
Papua New Guinea,Britten Norman BN-2A Trislander,7,1994
"Bridgeton, Missouri",McDonnell Douglas DC-9-82 / Cessna 441,2,1994
"Near Cuito, Angola",Mil Mi-17 (helicopter),22,1994
PacifiOcean,Boeing B-747-200,1,1994
"Elim, Alaksa",Cessna 402C,5,1994
"Morrisville, North Carolina",British Aerospace Jetstream 3201,15,1994
"Cerro Aicha, Venezuela",Douglas C-47A-10-DK,7,1994
"Papua, New Guinea",de Havilland Canada DHC-6 Twin Otter 200,28,1994
"Coventry, England",Boeing 737-2D6C,5,1994
"Algiers Airport, Algeria",Airbus A300B2-1C,3,1994
"Near Van, Turkey",Boeing B-737-4Y0,57,1994
"Isfahan, Iran",Lockheed 1329 Jetstar 8,12,1995
"Off Flores Island, Inodnesia",de Havilland Canada DHC-6 Twin Otter 300,14,1995
"Cartagena, Colombia",McDonnell Douglas DC-9-14,51,1995
"Flagstaff, Arizona",Cessna 208B Caravan I Super Cargomaster,1,1995
"Masset, British Columbia, Canada",Learjet 35,5,1995
"Pleasanton, California",Cessna 208B Caravan I Super Cargomaster,1,1995
"Blyn, Washington",Cessna 172N,3,1995
"Los Angeles, CA",Bell 206B,2,1995
"Kathmandu, Nepal",de Havilland Canada DHC-6 Twin Otter 300,2,1995
"Near Krasnoyarsk, Russia",Let 410UVP,3,1995
"Le Bourget, France",Dassault Falcon 20E,10,1995
"Kuei Shan Hsiang, Taiwan",Aerospatiale ATR-72,4,1995
"Near Tusayan, Arizona",Piper PA-31-350 Navajo,8,1995
"Kansas City, Missouri",McDonnell Douglas DC-8-63F,3,1995
"Ossora, Russia",Antonov 26B,9,1995
"Reno, Nevada",Cessna 208B Caravan I Super Cargomaster,1,1995
"Near Hamilton, New Zealand",Beech Queen Air B80,6,1995
"Near Balotesti, Romania",Airbus A310-324,60,1995
"Near Alexander City, Alabama",Learjet C-21A,8,1995
"Lagos, Nigeria",de Havilland Canada DHC-6 Twin Otter 300,1,1995
"Alice Springs, Australia",Pel Air,3,1995
"Near Palaly AFB, Sri Lanka",Hawker Siddeley HS-748-357/2B SCD,52,1995
"Sioux Falls, Ontario, Canada",Swear. SA-227CC Metro 23/Piper Navajo,8,1995
"Quito, Ecuador",Grumman Gulfstream II,7,1995
"Cerro San Jeronimo, Colombia",Curtiss C-46F,9,1995
"Near Boise, Idaho",Lockheed C-130E Hercules,6,1995
"Near Leeds, England",Embraer 110 P1 Bandeirante,12,1995
"Miraflores, Colombia",Douglas DC-3C,2,1995
"Off Mbour, Senegal",Piper PA-31-310 Navajo,6,1995
"Atlanta, Georgia",McDonnell Douglas DC-9-32,0,1995
"Near Palmerston North, New Zealand",de Havilland Canada DHC-8-102,5,1995
"Volgograd, Russia",Antonov 2R,12,1995
"Herputchi, Russia",Antonov AN-2,13,1995
"Near Cuvela, Angola",CASA 212-200 Aviocar,48,1995
"Lagos, Nigeria",Tupolev TU-134A,16,1995
"La Romana, Dominican Republic",Convair CV-440,2,1995
"Kodiak, Alaska",Piper PA-32-301,4,1995
"Kiunga, Papua New Guinea",de Havilland Canada C-7A Caribou,3,1995
"Haines, Alaska",Piper PA-32R-300,6,1995
"Gumey, Papua New Guinea",de Havilland Canada DHC-6 Twin Otter 300,15,1995
"Bintuni,  Indonesia",de Havilland Canada DHC-6 Twin Otter 300,1,1995
"Near Antananivo, Madagascar",Douglas C-47A,34,1995
"Near Karamui, Papua New Guinea",Britten-Norman BN-2A Islander,2,1995
"Johannesburg, South Africa",Antonov An-2R,3,1995
"Mt. Chichontepec, San Vincente, El Salvador",Boeing B-737-2H6,65,1995
"Near Kaimana, Indonesia",Hawker Siddeley HS-748 2A,10,1995
"Nevada del Huila, Colombia",Embraer 110P1 Bandeirante,10,1995
"Near Carrollton, GA",Embraer 120-RT Brasilia,10,1995
"Near Farewell, Alaska",Shorts SC-7 Skyvan,1,1995
"Toronto, Ontario, Canada",British Aerospace Nimrod MR-2P,7,1995
"Beaver Dam, Arizona",Cessna 421C Golden Eagle,8,1995
"Near La Macarena, Colombia",CASA 212 Aviocar 200,21,1995
"Jalalabad, Afghanistan",Antonov AN-26B,3,1995
"Off Colombo, Sri Lanka",Antonov AN-32,81,1995
"Marsh Harbour, Bahamas",Cessna 402B,5,1995
"Tawau,  Malaysia",Fokker 50,34,1995
"Tamworth, Australia",Swearingen SA.227AC Metro III,2,1995
"Near Moron, Mongolia",Antonov AN-24RV,42,1995
"Anchorage, Alaska",Boeing B-707 (E-3B),24,1995
"Sterligov Cape, Russia",Mil Mi-8T,15,1995
"Campbell River, British Columbia, Canada",De Havilland Dash-3,8,1995
"Gunung Antara, Indonesia",CASA 212,1,1995
"Barskoon, Kirghizia",Mil Mi-8MTV-1,15,1995
"Bayfield, Colorado",Cessna 172RG,3,1995
"Papua, New Guinea",Britten-Norman BN-2A Trislander,13,1995
"Near Piedras Negras, Mexico",Cessna 208B Caravan,9,1995
"Near Luyaba, Argentina",Fokker F-27 Friendship 500,53,1995
"Kaduna, Nigeria",Boeing B-737-2F9,9,1995
"Off Jaffna Peninsula , Sri Lanka",Antonov AN-32,63,1995
"Off Labuan, Malaysia",Bell 412 (helicopter),10,1995
"Baku, Azerbaijan",Boeing 707-323C,2,1995
"Near Douala, Cameroon",Boeing B-737-2K9,72,1995
"Near Nakhichevan, Azerbaijan, Russia",Tupolev TU-134B-3,54,1995
"Near Grossevichi, Russia",Tupolev TU-154B,98,1995
"Near Belle Anse, Haiti",Beechcraft 1900D,20,1995
"Verona  - Villafranca, Italy",Antonov AN-24B,49,1995
"Kahengula, Angola",Lockheed L-188C Electra,141,1995
"Near Buga, Valle del Cauca, Colombia",Boeing B-757-223,160,1995
"Bagasin, Papua New Guinea",Britten Norman BN-2A-21 Trislander,2,1995
"Karabogazgol Bay, Turkmenistan",Mil Mi-8T (helicopter),12,1996
"Kinshasa, Zaire",Antonov AN-32B,2,1996
"Off Bridgetown, Barbados",Britten-Norman BN-2A-27 Islander,1,1996
"Near Kano, Nigeria",Hawker Siddeley HS-748,14,1996
"Off Point Pedro, Sri Lanka",Mil Mi-17 (helicopter),39,1996
"Near Blenheim, New Zealand",Cessna 208 Caravan I,5,1996
"Asuncion, Paraguay",McDonnell Douglas DC-8-55F,4,1996
"St. Johns, Arizona",ConvairCV-440,4,1996
"Off Puerto Plata, Domincan Republic",Boeing B-757-225,189,1996
"Near Ensenada, Mexico",Cessna 500 Citation,8,1996
"Near Kandahar, Afghanistan",,20,1996
